Time(ms),Temperature(C),Pressure(Pa),ABS Altitude(m),Rel Altitude(m)
126450,11.90,101695.00,-30.73,-0.75
126546,11.90,101687.00,-30.07,-0.08
126643,11.90,101685.00,-29.91,0.08
126739,11.90,101694.00,-30.65,-0.66
126836,11.90,101693.00,-30.57,-0.58
126931,11.90,101682.00,-29.66,0.33
127028,11.90,101682.00,-29.66,0.33
127123,11.90,101681.00,-29.57,0.41
127218,11.90,101682.00,-29.66,0.33
127315,11.90,101687.00,-30.07,-0.08
127411,11.90,101684.00,-29.82,0.17
127508,11.90,101688.00,-30.15,-0.17
127604,11.90,101688.00,-30.15,-0.17
127700,11.90,101685.00,-29.91,0.08
127797,11.90,101692.00,-30.48,-0.50
127894,11.90,101691.00,-30.40,-0.41
127990,11.90,101687.00,-30.07,-0.08
128087,11.90,101689.00,-30.24,-0.25
128184,11.90,101688.00,-30.15,-0.17
128280,11.90,101688.00,-30.15,-0.17
128377,11.90,101691.00,-30.40,-0.41
128473,11.90,101683.00,-29.74,0.25
128569,11.90,101683.00,-29.74,0.25
128664,11.90,101677.00,-29.24,0.75
128760,11.90,101658.00,-27.67,2.32
128856,11.80,101648.00,-26.84,3.15
128951,11.80,101649.00,-26.92,3.07
129047,11.80,101650.00,-27.00,2.99
129142,11.80,101659.00,-27.75,2.24
129239,11.80,101648.00,-26.84,3.15
129334,11.80,101648.00,-26.84,3.15
129430,11.80,101660.00,-27.83,2.16
129525,11.80,101653.00,-27.25,2.73
129622,11.80,101648.00,-26.84,3.15
129717,11.90,101660.00,-27.83,2.16
129812,11.90,101652.00,-27.17,2.82
129908,11.80,101657.00,-27.58,2.40
130003,11.80,101650.00,-27.00,2.99
130100,11.80,101640.00,-26.17,3.81
130195,11.80,101647.00,-26.75,3.23
130291,11.80,101639.00,-26.09,3.90
130386,11.80,101635.00,-25.76,4.23
130482,11.70,101632.00,-25.51,4.48
130578,11.80,101637.00,-25.92,4.06
130673,11.80,101638.00,-26.01,3.98
130769,11.80,101635.00,-25.76,4.23
130865,11.80,101640.00,-26.17,3.81
130961,11.80,101629.00,-25.26,4.73
131056,11.80,101632.00,-25.51,4.48
131152,11.70,101626.00,-25.01,4.98
131248,11.80,101630.00,-25.35,4.64
131343,11.80,101634.00,-25.68,4.31
131439,11.80,101634.00,-25.68,4.31
131534,11.80,101626.00,-25.01,4.98
131631,11.80,101621.00,-24.60,5.39
131726,11.80,101620.00,-24.52,5.47
131822,11.80,101634.00,-25.68,4.31
131917,11.80,101631.00,-25.43,4.56
132013,11.80,101626.00,-25.01,4.98
132109,11.90,101663.00,-28.08,1.91
132204,11.90,101665.00,-28.25,1.74
132300,11.90,101668.00,-28.49,1.49
132396,11.90,101663.00,-28.08,1.91
132492,11.90,101664.00,-28.16,1.82
132587,11.90,101665.00,-28.25,1.74
132683,11.90,101667.00,-28.41,1.57
132779,11.90,101669.00,-28.58,1.41
132874,11.90,101670.00,-28.66,1.33
132970,11.90,101660.00,-27.83,2.16
133065,11.90,101661.00,-27.92,2.07
133161,11.90,101650.00,-27.00,2.99
133257,11.90,101656.00,-27.50,2.49
133353,11.90,101654.00,-27.33,2.65
133448,11.90,101660.00,-27.83,2.16
133543,11.90,101664.00,-28.16,1.82
133640,11.90,101667.00,-28.41,1.57
133735,11.90,101665.00,-28.25,1.74
133831,11.90,101665.00,-28.25,1.74
133926,11.90,101667.00,-28.41,1.57
134023,11.90,101673.00,-28.91,1.08
134118,11.90,101669.00,-28.58,1.41
134214,11.90,101664.00,-28.16,1.82
134309,11.90,101662.00,-28.00,1.99
134405,11.90,101664.00,-28.16,1.82
134501,11.90,101656.00,-27.50,2.49
134596,11.90,101661.00,-27.92,2.07
134692,11.90,101658.00,-27.67,2.32
134788,11.90,101651.00,-27.09,2.90
134884,11.90,101661.00,-27.92,2.07
134979,11.90,101654.00,-27.33,2.65
135074,11.90,101651.00,-27.09,2.90
135171,11.90,101654.00,-27.33,2.65
135266,11.90,101659.00,-27.75,2.24
135362,11.90,101652.00,-27.17,2.82
135457,11.90,101653.00,-27.25,2.73
135554,11.90,101652.00,-27.17,2.82
135649,11.90,101660.00,-27.83,2.16
135745,11.90,101666.00,-28.33,1.66
135840,11.90,101659.00,-27.75,2.24
135936,11.90,101668.00,-28.49,1.49
136032,11.90,101669.00,-28.58,1.41
136127,11.90,101665.00,-28.25,1.74
136223,11.90,101667.00,-28.41,1.57
136318,12.00,101669.00,-28.58,1.41
136415,12.00,101667.00,-28.41,1.57
136510,11.90,101666.00,-28.33,1.66
136605,12.00,101667.00,-28.41,1.57
136701,11.90,101660.00,-27.83,2.16
136797,11.90,101662.00,-28.00,1.99
136893,11.90,101653.00,-27.25,2.73
136988,11.90,101648.00,-26.84,3.15
137084,11.90,101643.00,-26.42,3.56
137180,11.90,101648.00,-26.84,3.15
137276,11.90,101649.00,-26.92,3.07
137371,11.90,101640.00,-26.17,3.81
137466,11.90,101644.00,-26.51,3.48
137563,11.90,101641.00,-26.26,3.73
137658,11.90,101628.00,-25.18,4.81
137754,11.90,101643.00,-26.42,3.56
137849,11.90,101648.00,-26.84,3.15
137946,11.90,101631.00,-25.43,4.56
138041,11.90,101640.00,-26.17,3.81
138136,11.90,101641.00,-26.26,3.73
138232,11.90,101645.00,-26.59,3.40
138328,11.90,101642.00,-26.34,3.65
138424,11.90,101649.00,-26.92,3.07
138519,11.90,101650.00,-27.00,2.99
138618,11.90,101647.00,-26.75,3.23
138714,11.90,101644.00,-26.51,3.48
138813,12.00,101654.00,-27.33,2.65
138908,12.00,101654.00,-27.33,2.65
139008,12.00,101658.00,-27.67,2.32
139104,12.00,101664.00,-28.16,1.82
139202,12.00,101656.00,-27.50,2.49
139298,12.00,101656.00,-27.50,2.49
139399,12.00,101661.00,-27.92,2.07
139499,12.00,101662.00,-28.00,1.99
139594,12.00,101650.00,-27.00,2.99
139696,12.00,101660.00,-27.83,2.16
139791,12.00,101657.00,-27.58,2.40
139892,12.00,101658.00,-27.67,2.32
139987,12.00,101662.00,-28.00,1.99
140088,12.00,101662.00,-28.00,1.99
140184,12.00,101655.00,-27.42,2.57
140284,12.00,101657.00,-27.58,2.40
140381,12.00,101659.00,-27.75,2.24
140481,12.00,101652.00,-27.17,2.82
140577,12.00,101651.00,-27.09,2.90
140682,12.00,101660.00,-27.83,2.16
140778,12.00,101659.00,-27.75,2.24
140878,12.00,101660.00,-27.83,2.16
140974,12.00,101657.00,-27.58,2.40
141075,12.00,101660.00,-27.83,2.16
141170,12.00,101662.00,-28.00,1.99
141272,12.00,101657.00,-27.58,2.40
141367,12.00,101653.00,-27.25,2.73
141467,12.00,101657.00,-27.58,2.40
141563,12.00,101655.00,-27.42,2.57
141664,12.00,101655.00,-27.42,2.57
141760,12.00,101652.00,-27.17,2.82
141860,12.00,101653.00,-27.25,2.73
141957,12.00,101658.00,-27.67,2.32
142052,12.00,101666.00,-28.33,1.66
142147,12.00,101661.00,-27.92,2.07
142243,12.00,101662.00,-28.00,1.99
142339,12.00,101661.00,-27.92,2.07
142435,12.00,101666.00,-28.33,1.66
142530,12.00,101661.00,-27.92,2.07
142626,12.00,101661.00,-27.92,2.07
142722,12.00,101661.00,-27.92,2.07
142818,12.00,101656.00,-27.50,2.49
142913,12.00,101663.00,-28.08,1.91
143008,12.00,101663.00,-28.08,1.91
143105,12.00,101669.00,-28.58,1.41
143200,12.00,101658.00,-27.67,2.32
143296,12.00,101665.00,-28.25,1.74
143391,12.00,101660.00,-27.83,2.16
143488,12.00,101665.00,-28.25,1.74
143583,12.00,101662.00,-28.00,1.99
143678,12.10,101658.00,-27.67,2.32
143774,12.10,101660.00,-27.83,2.16
143869,12.00,101664.00,-28.16,1.82
143966,12.00,101663.00,-28.08,1.91
144065,12.10,101662.00,-28.00,1.99
144161,12.10,101671.00,-28.74,1.24
144262,12.00,101660.00,-27.83,2.16
144358,12.10,101663.00,-28.08,1.91
144453,12.10,101661.00,-27.92,2.07
144549,12.10,101657.00,-27.58,2.40
144645,12.10,101662.00,-28.00,1.99
144740,12.10,101664.00,-28.16,1.82
144836,12.10,101657.00,-27.58,2.40
144931,12.10,101663.00,-28.08,1.91
145028,12.10,101670.00,-28.66,1.33
145123,12.10,101658.00,-27.67,2.32
145219,12.10,101660.00,-27.83,2.16
145314,12.10,101659.00,-27.75,2.24
145410,12.10,101669.00,-28.58,1.41
145506,12.10,101666.00,-28.33,1.66
145601,12.10,101652.00,-27.17,2.82
145697,12.10,101660.00,-27.83,2.16
145793,12.10,101664.00,-28.16,1.82
145889,12.10,101659.00,-27.75,2.24
145984,12.10,101667.00,-28.41,1.57
146080,12.10,101662.00,-28.00,1.99
146176,12.10,101663.00,-28.08,1.91
146271,12.10,101660.00,-27.83,2.16
146367,12.10,101658.00,-27.67,2.32
146462,12.10,101669.00,-28.58,1.41
146558,12.10,101665.00,-28.25,1.74
146654,12.10,101655.00,-27.42,2.57
146750,12.10,101655.00,-27.42,2.57
146850,12.10,101665.00,-28.25,1.74
146947,12.10,101663.00,-28.08,1.91
147042,12.10,101658.00,-27.67,2.32
147137,12.10,101659.00,-27.75,2.24
147233,12.10,101657.00,-27.58,2.40
147329,12.10,101663.00,-28.08,1.91
147425,12.10,101662.00,-28.00,1.99
147520,12.10,101657.00,-27.58,2.40
147616,12.10,101654.00,-27.33,2.65
147712,12.10,101656.00,-27.50,2.49
147810,12.10,101660.00,-27.83,2.16
147906,12.10,101655.00,-27.42,2.57
148001,12.10,101665.00,-28.25,1.74
148098,12.10,101664.00,-28.16,1.82
148193,12.10,101659.00,-27.75,2.24
148288,12.10,101660.00,-27.83,2.16
148384,12.10,101655.00,-27.42,2.57
148480,12.10,101666.00,-28.33,1.66
148576,12.10,101664.00,-28.16,1.82
148671,12.10,101669.00,-28.58,1.41
148767,12.10,101661.00,-27.92,2.07
148862,12.00,101640.00,-26.17,3.81
148959,11.90,101608.00,-23.52,6.47
149054,11.90,101606.00,-23.35,6.63
149149,11.90,101603.00,-23.10,6.88
149245,11.90,101614.00,-24.02,5.97
149341,11.90,101597.00,-22.61,7.38
149437,11.90,101599.00,-22.77,7.22
149532,11.90,101607.00,-23.44,6.55
149628,12.00,101623.00,-24.76,5.22
149724,12.00,101632.00,-25.51,4.48
149819,12.10,101646.00,-26.67,3.32
149915,12.20,101663.00,-28.08,1.91
150010,12.20,101661.00,-27.92,2.07
150107,12.20,101664.00,-28.16,1.82
150202,12.20,101657.00,-27.58,2.40
150298,12.20,101669.00,-28.58,1.41
150393,12.20,101668.00,-28.49,1.49
150490,12.20,101664.00,-28.16,1.82
150585,12.20,101664.00,-28.16,1.82
150680,12.20,101664.00,-28.16,1.82
150776,12.20,101668.00,-28.49,1.49
150872,12.20,101672.00,-28.83,1.16
150968,12.20,101670.00,-28.66,1.33
151063,12.20,101664.00,-28.16,1.82
151159,12.20,101660.00,-27.83,2.16
151255,12.20,101663.00,-28.08,1.91
151350,12.20,101664.00,-28.16,1.82
151446,12.20,101665.00,-28.25,1.74
151541,12.10,101641.00,-26.26,3.73
151638,12.10,101642.00,-26.34,3.65
151733,12.20,101657.00,-27.58,2.40
151829,12.20,101666.00,-28.33,1.66
151924,12.20,101665.00,-28.25,1.74
152020,12.20,101666.00,-28.33,1.66
152116,12.20,101672.00,-28.83,1.16
152211,12.20,101661.00,-27.92,2.07
152307,12.20,101681.00,-29.57,0.41
152402,12.20,101680.00,-29.49,0.50
152499,12.20,101675.00,-29.08,0.91
152594,12.20,101674.00,-28.99,1.00
152690,12.20,101666.00,-28.33,1.66
152785,12.10,101647.00,-26.75,3.23
152881,12.10,101657.00,-27.58,2.40
152977,12.20,101664.00,-28.16,1.82
153073,12.20,101689.00,-30.24,-0.25
153169,12.20,101685.00,-29.91,0.08
153265,12.20,101683.00,-29.74,0.25
153361,12.10,101642.00,-26.34,3.65
153456,12.10,101628.00,-25.18,4.81
153552,12.10,101631.00,-25.43,4.56
153648,12.10,101655.00,-27.42,2.57
153743,12.10,101650.00,-27.00,2.99
153839,12.20,101656.00,-27.50,2.49
153934,12.20,101662.00,-28.00,1.99
154031,12.20,101671.00,-28.74,1.24
154126,12.20,101664.00,-28.16,1.82
154222,12.20,101666.00,-28.33,1.66
154317,12.20,101672.00,-28.83,1.16
154413,12.20,101675.00,-29.08,0.91
154509,12.20,101667.00,-28.41,1.57
154604,12.20,101662.00,-28.00,1.99
154700,12.20,101667.00,-28.41,1.57
154796,12.20,101660.00,-27.83,2.16
154892,12.20,101669.00,-28.58,1.41
154987,12.20,101663.00,-28.08,1.91
155083,12.20,101673.00,-28.91,1.08
155179,12.20,101671.00,-28.74,1.24
155274,12.20,101681.00,-29.57,0.41
155370,12.20,101682.00,-29.66,0.33
155465,12.20,101681.00,-29.57,0.41
155561,12.20,101672.00,-28.83,1.16
155657,12.20,101682.00,-29.66,0.33
155753,12.20,101684.00,-29.82,0.17
155848,12.30,101682.00,-29.66,0.33
155943,12.20,101681.00,-29.57,0.41
156040,12.30,101679.00,-29.41,0.58
156135,12.20,101679.00,-29.41,0.58
156231,12.20,101679.00,-29.41,0.58
156326,12.30,101675.00,-29.08,0.91
156423,12.30,101679.00,-29.41,0.58
156518,12.30,101675.00,-29.08,0.91
156614,12.30,101677.00,-29.24,0.75
156709,12.30,101682.00,-29.66,0.33
156805,12.30,101686.00,-29.99,0.00
156901,12.30,101683.00,-29.74,0.25
156997,12.30,101687.00,-30.07,-0.08
157093,12.30,101685.00,-29.91,0.08
157190,12.30,101689.00,-30.24,-0.25
157287,12.30,101687.00,-30.07,-0.08
157383,12.30,101694.00,-30.65,-0.66
157480,12.30,101694.00,-30.65,-0.66
157576,12.30,101682.00,-29.66,0.33
157671,12.30,101679.00,-29.41,0.58
157767,12.30,101680.00,-29.49,0.50
157862,12.30,101682.00,-29.66,0.33
157959,12.30,101686.00,-29.99,0.00
158055,12.30,101690.00,-30.32,-0.33
158152,12.30,101691.00,-30.40,-0.41
158248,12.30,101690.00,-30.32,-0.33
158346,12.30,101691.00,-30.40,-0.41
158441,12.30,101686.00,-29.99,0.00
158536,12.30,101683.00,-29.74,0.25
158632,12.30,101680.00,-29.49,0.50
158728,12.30,101683.00,-29.74,0.25
158824,12.30,101681.00,-29.57,0.41
158920,12.30,101688.00,-30.15,-0.17
159016,12.30,101685.00,-29.91,0.08
159113,12.30,101687.00,-30.07,-0.08
159210,12.30,101687.00,-30.07,-0.08
159305,12.30,101685.00,-29.91,0.08
159400,12.30,101686.00,-29.99,0.00
159497,12.30,101685.00,-29.91,0.08
159592,12.30,101683.00,-29.74,0.25
159688,12.30,101684.00,-29.82,0.17
159783,12.30,101686.00,-29.99,0.00
159880,12.30,101681.00,-29.57,0.41
159975,12.30,101684.00,-29.82,0.17
160070,12.30,101678.00,-29.32,0.66
160166,12.30,101679.00,-29.41,0.58
160262,12.30,101677.00,-29.24,0.75
160358,12.30,101672.00,-28.83,1.16
160453,12.30,101671.00,-28.74,1.24
160549,12.30,101663.00,-28.08,1.91
160645,12.30,101670.00,-28.66,1.33
160741,12.30,101678.00,-29.32,0.66
160836,12.30,101674.00,-28.99,1.00
160931,12.30,101672.00,-28.83,1.16
161028,12.30,101679.00,-29.41,0.58
161123,12.30,101671.00,-28.74,1.24
161219,12.30,101681.00,-29.57,0.41
161314,12.30,101677.00,-29.24,0.75
161411,12.30,101673.00,-28.91,1.08
161506,12.30,101671.00,-28.74,1.24
161601,12.30,101672.00,-28.83,1.16
161697,12.30,101674.00,-28.99,1.00
161793,12.30,101676.00,-29.16,0.83
161889,12.30,101669.00,-28.58,1.41
161984,12.30,101675.00,-29.08,0.91
162080,12.30,101670.00,-28.66,1.33
162176,12.30,101675.00,-29.08,0.91
162272,12.30,101673.00,-28.91,1.08
162367,12.30,101677.00,-29.24,0.75
162462,12.30,101674.00,-28.99,1.00
162558,12.30,101671.00,-28.74,1.24
162654,12.30,101671.00,-28.74,1.24
162750,12.30,101681.00,-29.57,0.41
162845,12.30,101667.00,-28.41,1.57
162941,12.30,101679.00,-29.41,0.58
163037,12.30,101673.00,-28.91,1.08
163137,12.30,101679.00,-29.41,0.58
163232,12.30,101681.00,-29.57,0.41
163334,12.30,101680.00,-29.49,0.50
163429,12.30,101669.00,-28.58,1.41
163529,12.30,101675.00,-29.08,0.91
163625,12.30,101669.00,-28.58,1.41
163726,12.30,101673.00,-28.91,1.08
163822,12.30,101671.00,-28.74,1.24
163928,12.30,101672.00,-28.83,1.16
164023,12.30,101665.00,-28.25,1.74
164123,12.30,101675.00,-29.08,0.91
164219,12.30,101677.00,-29.24,0.75
164320,12.30,101672.00,-28.83,1.16
164415,12.30,101662.00,-28.00,1.99
164516,12.30,101670.00,-28.66,1.33
164612,12.30,101667.00,-28.41,1.57
164712,12.30,101666.00,-28.33,1.66
164808,12.30,101671.00,-28.74,1.24
164909,12.30,101666.00,-28.33,1.66
165005,12.30,101671.00,-28.74,1.24
165105,12.30,101673.00,-28.91,1.08
165200,12.30,101668.00,-28.49,1.49
165305,12.30,101677.00,-29.24,0.75
165401,12.30,101673.00,-28.91,1.08
165501,12.30,101680.00,-29.49,0.50
165598,12.30,101680.00,-29.49,0.50
165698,12.30,101677.00,-29.24,0.75
165794,12.30,101685.00,-29.91,0.08
165895,12.30,101682.00,-29.66,0.33
165990,12.30,101670.00,-28.66,1.33
166091,12.30,101675.00,-29.08,0.91
166187,12.30,101678.00,-29.32,0.66
166287,12.30,101673.00,-28.91,1.08
166383,12.30,101680.00,-29.49,0.50
166483,12.30,101675.00,-29.08,0.91
166579,12.30,101675.00,-29.08,0.91
166675,12.30,101669.00,-28.58,1.41
166770,12.30,101667.00,-28.41,1.57
166866,12.30,101668.00,-28.49,1.49
166962,12.30,101667.00,-28.41,1.57
167058,12.30,101661.00,-27.92,2.07
167153,12.30,101662.00,-28.00,1.99
167249,12.30,101654.00,-27.33,2.65
167345,12.30,101653.00,-27.25,2.73
167440,12.30,101670.00,-28.66,1.33
167536,12.30,101650.00,-27.00,2.99
167631,12.20,101620.00,-24.52,5.47
167728,12.30,101662.00,-28.00,1.99
167827,12.10,101590.00,-22.03,7.96
167923,12.00,101573.00,-20.62,9.37
168018,12.00,101567.00,-20.12,9.87
168114,12.00,101573.00,-20.62,9.37
168215,12.00,101579.00,-21.11,8.88
168316,12.00,101569.00,-20.28,9.71
168412,12.00,101566.00,-20.03,9.95
168508,12.00,101567.00,-20.12,9.87
168603,12.00,101566.00,-20.03,9.95
168698,12.00,101569.00,-20.28,9.71
168795,12.00,101581.00,-21.28,8.71
168890,12.00,101578.00,-21.03,8.96
168987,12.00,101564.00,-19.87,10.12
169083,12.00,101558.00,-19.37,10.62
169181,11.90,101549.00,-18.62,11.36
169277,12.00,101554.00,-19.04,10.95
169374,11.90,101551.00,-18.79,11.20
169470,11.90,101545.00,-18.29,11.70
169567,12.00,101550.00,-18.71,11.28
169664,12.00,101550.00,-18.71,11.28
169760,12.00,101558.00,-19.37,10.62
169857,12.10,101588.00,-21.86,8.13
169952,12.40,101660.00,-27.83,2.16
170052,12.40,101666.00,-28.33,1.66
170147,12.40,101665.00,-28.25,1.74
170244,12.40,101660.00,-27.83,2.16
170339,12.40,101664.00,-28.16,1.82
170435,12.40,101665.00,-28.25,1.74
170530,12.40,101669.00,-28.58,1.41
170626,12.40,101667.00,-28.41,1.57
170722,12.40,101670.00,-28.66,1.33
170817,12.40,101664.00,-28.16,1.82
170913,12.40,101668.00,-28.49,1.49
171009,12.40,101666.00,-28.33,1.66
171105,12.40,101667.00,-28.41,1.57
171200,12.40,101668.00,-28.49,1.49
171295,12.40,101662.00,-28.00,1.99
171392,12.40,101667.00,-28.41,1.57
171487,12.40,101664.00,-28.16,1.82
171583,12.40,101663.00,-28.08,1.91
171683,12.40,101664.00,-28.16,1.82
171780,12.40,101664.00,-28.16,1.82
171875,12.40,101665.00,-28.25,1.74
171976,12.40,101665.00,-28.25,1.74
172071,12.40,101659.00,-27.75,2.24
172168,12.40,101662.00,-28.00,1.99
172263,12.40,101657.00,-27.58,2.40
172358,12.40,101660.00,-27.83,2.16
172454,12.40,101659.00,-27.75,2.24
172550,12.40,101660.00,-27.83,2.16
172646,12.40,101659.00,-27.75,2.24
172741,12.40,101663.00,-28.08,1.91
172837,12.40,101661.00,-27.92,2.07
172933,12.40,101660.00,-27.83,2.16
173028,12.40,101664.00,-28.16,1.82
173124,12.40,101663.00,-28.08,1.91
173219,12.40,101665.00,-28.25,1.74
173316,12.40,101668.00,-28.49,1.49
173411,12.40,101664.00,-28.16,1.82
173507,12.40,101661.00,-27.92,2.07
173602,12.40,101663.00,-28.08,1.91
173699,12.40,101662.00,-28.00,1.99
173794,12.40,101658.00,-27.67,2.32
173889,12.40,101661.00,-27.92,2.07
173985,12.40,101660.00,-27.83,2.16
174081,12.30,101634.00,-25.68,4.31
174177,12.30,101628.00,-25.18,4.81
174272,12.30,101628.00,-25.18,4.81
174368,12.30,101630.00,-25.35,4.64
174464,12.30,101627.00,-25.09,4.89
174559,12.40,101652.00,-27.17,2.82
174655,12.40,101666.00,-28.33,1.66
174750,12.40,101652.00,-27.17,2.82
174846,12.40,101663.00,-28.08,1.91
174942,12.40,101654.00,-27.33,2.65
175038,12.40,101655.00,-27.42,2.57
175133,12.40,101661.00,-27.92,2.07
175229,12.40,101663.00,-28.08,1.91
175325,12.40,101661.00,-27.92,2.07
175420,12.50,101657.00,-27.58,2.40
175516,12.40,101660.00,-27.83,2.16
175611,12.50,101669.00,-28.58,1.41
175708,12.50,101663.00,-28.08,1.91
175803,12.50,101668.00,-28.49,1.49
175899,12.50,101668.00,-28.49,1.49
175994,12.50,101659.00,-27.75,2.24
176090,12.50,101667.00,-28.41,1.57
176186,12.50,101663.00,-28.08,1.91
176281,12.50,101663.00,-28.08,1.91
176378,12.10,101544.00,-18.21,11.78
176475,12.10,101550.00,-18.71,11.28
176572,12.10,101553.00,-18.96,11.03
176668,12.00,101539.00,-17.79,12.19
176765,12.00,101521.00,-16.30,13.69
176862,11.90,101505.00,-14.97,15.02
176959,11.90,101498.00,-14.39,15.60
177055,11.90,101487.00,-13.47,16.51
177152,11.80,101473.00,-12.31,17.68
177249,11.80,101466.00,-11.73,18.26
177345,11.70,101458.00,-11.06,18.92
177442,11.80,101472.00,-12.23,17.76
177541,11.80,101478.00,-12.73,17.26
177637,11.80,101482.00,-13.06,16.93
177733,11.80,101465.00,-11.64,18.34
177830,11.80,101466.00,-11.73,18.26
177927,11.80,101464.00,-11.56,18.42
178024,11.80,101461.00,-11.31,18.68
178120,11.80,101450.00,-10.40,19.59
178217,11.80,101454.00,-10.73,19.26
178314,11.80,101459.00,-11.15,18.84
178411,11.90,101471.00,-12.14,17.84
178507,11.90,101473.00,-12.31,17.68
178605,11.90,101481.00,-12.97,17.01
178701,11.90,101496.00,-14.22,15.77
178797,12.00,101494.00,-14.05,15.93
178894,12.00,101497.00,-14.31,15.68
178991,12.00,101515.00,-15.80,14.19
179087,12.50,101658.00,-27.67,2.32
179182,12.60,101659.00,-27.75,2.24
179278,12.60,101666.00,-28.33,1.66
179374,12.60,101656.00,-27.50,2.49
179470,12.60,101654.00,-27.33,2.65
179565,12.60,101658.00,-27.67,2.32
179660,12.60,101660.00,-27.83,2.16
179757,12.60,101659.00,-27.75,2.24
179852,12.60,101654.00,-27.33,2.65
179948,12.40,101615.00,-24.10,5.89
180043,12.40,101620.00,-24.52,5.47
180140,12.50,101628.00,-25.18,4.81
180235,12.50,101628.00,-25.18,4.81
180330,12.50,101634.00,-25.68,4.31
180426,12.50,101631.00,-25.43,4.56
180521,12.50,101629.00,-25.26,4.73
180618,12.50,101632.00,-25.51,4.48
180713,12.50,101625.00,-24.93,5.06
180809,12.50,101617.00,-24.27,5.72
180904,12.40,101617.00,-24.27,5.72
181001,12.40,101606.00,-23.35,6.63
181096,12.40,101607.00,-23.44,6.55
181191,12.40,101612.00,-23.85,6.14
181287,12.40,101606.00,-23.35,6.63
181383,12.40,101619.00,-24.43,5.56
181479,12.50,101617.00,-24.27,5.72
181574,12.50,101617.00,-24.27,5.72
181670,12.50,101623.00,-24.76,5.22
181766,12.50,101625.00,-24.93,5.06
181861,12.50,101622.00,-24.68,5.31
181957,12.50,101619.00,-24.43,5.56
182052,12.50,101626.00,-25.01,4.98
182149,12.50,101623.00,-24.76,5.22
182244,12.50,101629.00,-25.26,4.73
182340,12.50,101624.00,-24.85,5.14
182435,12.50,101604.00,-23.19,6.80
182532,12.40,101605.00,-23.27,6.72
182627,12.40,101599.00,-22.77,7.22
182722,12.40,101601.00,-22.94,7.05
182818,12.40,101598.00,-22.69,7.30
182914,12.40,101603.00,-23.10,6.88
183010,12.40,101602.00,-23.02,6.97
183105,12.40,101604.00,-23.19,6.80
183201,12.60,101657.00,-27.58,2.40
183297,12.60,101661.00,-27.92,2.07
183392,12.60,101666.00,-28.33,1.66
183488,12.60,101666.00,-28.33,1.66
183583,12.60,101668.00,-28.49,1.49
183680,12.70,101669.00,-28.58,1.41
183775,12.60,101670.00,-28.66,1.33
183871,12.60,101670.00,-28.66,1.33
183966,12.60,101663.00,-28.08,1.91
184062,12.70,101663.00,-28.08,1.91
184158,12.70,101677.00,-29.24,0.75
184253,12.70,101668.00,-28.49,1.49
184349,12.70,101668.00,-28.49,1.49
184444,12.70,101666.00,-28.33,1.66
184541,12.60,101669.00,-28.58,1.41
184636,12.70,101672.00,-28.83,1.16
184732,12.70,101664.00,-28.16,1.82
184827,12.70,101668.00,-28.49,1.49
184923,12.70,101664.00,-28.16,1.82
185019,12.70,101672.00,-28.83,1.16
185114,12.70,101667.00,-28.41,1.57
185210,12.70,101664.00,-28.16,1.82
185306,12.70,101671.00,-28.74,1.24
185402,12.70,101673.00,-28.91,1.08
185497,12.70,101670.00,-28.66,1.33
185593,12.70,101674.00,-28.99,1.00
185689,12.70,101668.00,-28.49,1.49
185784,12.70,101674.00,-28.99,1.00
185880,12.70,101672.00,-28.83,1.16
185975,12.70,101671.00,-28.74,1.24
186072,12.70,101667.00,-28.41,1.57
186167,12.70,101669.00,-28.58,1.41
186263,12.70,101672.00,-28.83,1.16
186358,12.70,101664.00,-28.16,1.82
186454,12.70,101670.00,-28.66,1.33
186550,12.70,101663.00,-28.08,1.91
186648,12.70,101662.00,-28.00,1.99
186744,12.70,101657.00,-27.58,2.40
186844,12.70,101663.00,-28.08,1.91
186939,12.70,101663.00,-28.08,1.91
187042,12.70,101669.00,-28.58,1.41
187143,12.70,101665.00,-28.25,1.74
187239,12.70,101670.00,-28.66,1.33
187339,12.70,101670.00,-28.66,1.33
187435,12.70,101668.00,-28.49,1.49
187536,12.70,101657.00,-27.58,2.40
187631,12.70,101660.00,-27.83,2.16
187732,12.70,101664.00,-28.16,1.82
187828,12.70,101670.00,-28.66,1.33
187928,12.70,101657.00,-27.58,2.40
188024,12.70,101661.00,-27.92,2.07
188125,12.70,101672.00,-28.83,1.16
188221,12.70,101663.00,-28.08,1.91
188321,12.70,101670.00,-28.66,1.33
188417,12.70,101667.00,-28.41,1.57
188513,12.70,101666.00,-28.33,1.66
188608,12.70,101670.00,-28.66,1.33
188707,12.70,101664.00,-28.16,1.82
188804,12.70,101667.00,-28.41,1.57
188903,12.70,101658.00,-27.67,2.32
188999,12.70,101667.00,-28.41,1.57
189094,12.70,101666.00,-28.33,1.66
189191,12.70,101665.00,-28.25,1.74
189289,12.70,101664.00,-28.16,1.82
189385,12.70,101661.00,-27.92,2.07
189485,12.70,101665.00,-28.25,1.74
189581,12.70,101664.00,-28.16,1.82
189680,12.70,101668.00,-28.49,1.49
189775,12.70,101666.00,-28.33,1.66
189872,12.70,101657.00,-27.58,2.40
189972,12.70,101667.00,-28.41,1.57
190068,12.70,101653.00,-27.25,2.73
190169,12.60,101632.00,-25.51,4.48
